"J1001","J1031","J1046","J1047","J1056","J1075","J1096","J1152","J1222","J1266","J1318","J1345","J1351","J1355","J1366","J1368","J1392","J1398","J1399","J1423","J145","J1458","J1463","J1506","J1529","J1532","J1602","J1618","J1623","J1627","J1631","J1633","J164","J1711","J1726","J1735","J1879","J1893","J1902","J1916","J1917","J1953","J1962","J1965","J1973","J1979","J2025","J2039","J2072","J2077","J2090","J2124","J2126","J2128","J2130","J2141","J2149","J2154","J2168","J2196","J2197","J2263","J2267","J2280","J229","J230","J2331","J2375","J2377","J2382","J2392","J2395","J2446","J2540","J2546","J2563","J2619","J2621","J2652A","J2661","J2710","J2782","J289","J2941","J2942","J295","J2952","J2961","J2969","J2984","J2986","J3019","J3085","J3126","J3295","J3369","J338","J3383","J3462","J3473","J3477","J3490","J3493","J3506","J3508","J3526","J3536","J3537","J3549","J3585","J3586","J3590","J3594","J3610","J3631","J3699","J3702","J3714","J3716","J3718","J3727","J3740","J3753","J3757","J3759","J3777","J3828","J3840","J3842","J3862","J3884","J3896","J3899","J3918","J3926","J3943","J3972","J3987","J4001","J4013","J4039","J4044","J4046","J4048","J4049","J4052","J4056","J4081","J4093","J4095","J41","J4109","J4111","J4112","J4138","J4151","J4161","J4162","J4180","J4189","J42","J4205","J4214","J4226","J4278","J4282","J4304","J4312","J4315","J4337","J4345","J446","J4474","J4513","J4514","J4515","J4521","J4535","J4539","J4557","J4558","J4562","J4566","J4569","J4572","J4573","J4574","J4576","J4580","J4581","J4587","J4591","J4592","J4596","J4601","J4605","J4624","J4630","J4634","J4643","J4644","J4645","J4646","J4648","J4651","J4652","J4658","J4660","J4680","J4686","J4688","J4692","J4713","J4715","J4725","J4727","J4728","J4732","J4733","J4747","J4749","J4752","J4754","J4757","J4758","J4770","J4777","J4778","J4782","J4796","J4797","J4798","J4801","J4802","J4806","J4812","J4814","J4836","J4840","J4848","J4851","J4878","J4912","J4916","J4920","J4922","J4924","J4945B","J4951","J4954","J4957","J4961","J4967","J4976","J4985","J4986","J4998","J4999","J5000","J5001","J5006","J5016","J5018","J5019","J5020","J5021","J5022","J5024","J5025","J5028","J5030","J5032","J5034","J5036","J5039","J5040","J5042","J5043","J5048","J5049","J505","J5051","J5052","J5053","J5056","J5057","J5058","J5061","J5063","J5064","J5068","J5071","J5072","J5074","J5075","J5081","J509","J516","J56","J587","J595","J618","J625","J745","J793","J831","J837","J843","J856","J889","J899","J933","J971","J972","J990"
0,0,0.00641025641025641,0.0163934426229508,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0.0075187969924812,0,0,0,0,0,0,0,0.0350877192982456,0.00675675675675676,0.0253164556962025,0.0117647058823529,0.0181818181818182,0.0394736842105263,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0.021505376344086,0,0,0,0.0331491712707182,0,0.00553505535055351,0,0,0,0,0.0434782608695652,0,0.0350877192982456,0,0,0,0,0,0,0,0,0.0036101083032491,0,0,0.0512820512820513,0,0,0,0,0.0145985401459854,0,0,0,0,0.0285714285714286,0,0,0.00917431192660551,0.0436893203883495,0,0,0,0,0,0.0317460317460317,0.0168067226890756,0.0163934426229508,0,0,0,0.0124610591900312,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0.033112582781457,0.0126582278481013,0,0,0,0,0,0.010752688172043,0,0,0.0526315789473684,0,0.0065359477124183,0,0,0.00917431192660551,0,0,0,0.0142857142857143,0.0833333333333333,0,0,0,0,0.010752688172043,0,0,0,0.020979020979021,0,0,0.0178571428571429,0,0,0,0,0,0,0.015625,0.03125,0,0.0304878048780488,0.0294117647058824,0,0,0,0,0,0,0,0.0210526315789474,0.0169491525423729,0.0144927536231884,0.0135135135135135,0,0,0,0.0193548387096774,0.00952380952380952,0,0,0,0,0.0104895104895105,0,0,0,0,0,0.0123456790123457,0.00862068965517241,0.0133333333333333,0,0.0121951219512195,0.0129032258064516,0,0,0,0,0,0,0,0,0.0120481927710843,0,0,0,0,0.0383141762452107,0.0463576158940397,0,0,0,0.0185185185185185,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.0379746835443038,0.0131578947368421,0.0289855072463768,0.00917431192660551,0,0,0.0194174757281553,0,0,0,0,0,0,0.00819672131147541,0,0,0,0,0,0.0303030303030303,0.00584795321637427,0,0,0,0,0.0275229357798165,0,0,0,0.0140845070422535,0,0,0.0327868852459016,0.0185185185185185,0.0421052631578947,0.0181818181818182,0.0158730158730159,0,0.0172413793103448,0,0,0.0138888888888889,0.0491803278688525,0,0,0,0.0135135135135135,0.0223880597014925,0,0.0161290322580645,0,0,0.0181818181818182,0.0317460317460317,0.0168539325842697,0,0,0,0.0169491525423729,0,0,0.0217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0.0232558139534884,0.0158730158730159,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813008130081301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505050505050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151515151515152,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.0045662100456621,0.00378787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813008130081301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409836065573771,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460829493087558,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0.0222222222222222,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0
0,0,0,0,0,0,0,0,0.058252427184466,0,0,0,0,0,0,0,0,0.0508474576271186,0,0,0,0.02,0.04,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0.0103092783505155,0,0,0.0340909090909091,0,0.010989010989011,0,0,0.0155038759689922,0,0,0,0,0,0,0,0,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0377358490566038,0.0547945205479452,0,0,0,0.0458015267175573,0.00546448087431694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862068965517241,0,0,0.015625,0,0,0,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0.00649350649350649,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0,0.0427807486631016,0,0,0,0,0.0350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506329113924051,0,0,0.0202020202020202,0,0,0.0229885057471264,0,0,0,0,0,0,0.0103092783505155,0.0470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0,0,0,0,0.0353982300884956,0,0,0,0
0,0,0,0,0,0,0,0,0.0135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021505376344086,0,0,0,0,0,0.0145985401459854,0.0117647058823529,0,0,0,0,0.00680272108843537,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0.0121951219512195,0.00833333333333333,0,0,0,0,0,0.00446428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0.00386100386100386,0,0,0,0,0,0,0,0.00625,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0.0121951219512195,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029585798816568,0,0,0,0,0.00671140939597315,0.0405405405405405,0,0,0,0,0.0466926070038911,0.0772833723653396,0.0121951219512195,0,0,0,0,0.0228571428571429,0,0.224299065420561,0,0,0,0,0,0,0,0,0.00431034482758621,0.00613496932515337,0,0.0216216216216216,0,0,0.0452830188679245,0.032258064516129,0,0,0,0,0.025089605734767,0,0,0,0,0.00588235294117647,0,0,0.0508474576271186,0,0,0,0,0,0,0,0.0292397660818713,0,0,0,0,0,0.00694444444444444,0.0135746606334842,0,0.0309278350515464,0.0809716599190283,0,0.0446428571428571,0,0,0.00628930817610063,0,0,0,0,0,0,0.0199004975124378,0,0,0.0285714285714286,0,0,0,0,0,0.0119760479041916,0.00684931506849315,0.0213903743315508,0,0,0,0,0,0.0277777777777778,0.0119760479041916,0,0,0,0.00617283950617284,0,0,0,0,0,0,0.0191082802547771,0,0,0,0,0,0,0,0,0,0.00602409638554217,0,0,0.0165745856353591,0,0,0,0,0,0,0,0,0.00649350649350649,0,0,0.0425531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473933649289099,0,0,0.0119760479041916,0.00649350649350649,0,0.038961038961039,0.0739644970414201,0.0303030303030303,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0.0257731958762887,0,0,0,0,0,0,0,0,0,0,0.0292207792207792,0.012987012987013,0.06640625,0,0,0,0.0576131687242798,0,0,0.0277777777777778,0.0298507462686567,0.00598802395209581,0.0494623655913978,0,0,0.00694444444444444,0.0353535353535354,0.0456140350877193,0,0,0.0364583333333333,0.00854700854700855,0,0,0,0,0.00649350649350649,0,0,0,0,0.0230769230769231,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122699386503067,0.00694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579710144927536,0,0,0,0,0.0503875968992248,0.0318725099601594,0,0.00666666666666667,0,0,0.0224215246636771,0,0,0.0194805194805195
0,0,0,0,0.0210526315789474,0,0,0.008,0.013986013986014,0,0,0.005,0,0,0,0.013986013986014,0.0126582278481013,0,0,0,0,0.00418410041841004,0.0105263157894737,0,0.00628930817610063,0.0198019801980198,0.0181818181818182,0.0075187969924812,0.01,0,0,0,0,0,0,0,0,0.0476190476190476,0.00423728813559322,0.00869565217391304,0,0,0,0,0.0045662100456621,0,0,0.00602409638554217,0.0173913043478261,0,0,0,0.0346534653465347,0,0.0125,0,0,0,0,0.0364963503649635,0.0319148936170213,0.0418848167539267,0,0,0,0,0,0,0,0,0,0,0,0.0740740740740741,0,0,0,0,0.00625,0,0,0.0116959064327485,0,0.0185873605947955,0,0,0,0.0394736842105263,0,0,0,0,0,0.0410958904109589,0.0592592592592593,0,0,0,0.012987012987013,0,0.0062111801242236,0,0.00900900900900901,0,0,0,0,0,0,0,0,0,0.0787878787878788,0,0,0,0,0,0,0.0357142857142857,0,0,0.0289855072463768,0,0.0292397660818713,0,0,0,0,0,0,0,0.0116279069767442,0,0,0,0,0.045045045045045,0,0,0.00806451612903226,0.024390243902439,0.015625,0,0,0,0,0,0.0123456790123457,0,0,0,0.0900900900900901,0.00657894736842105,0.0730337078651685,0.010989010989011,0,0,0,0.00584795321637427,0,0,0.0102040816326531,0.0720720720720721,0.0215827338129496,0,0.036144578313253,0,0,0,0.00558659217877095,0,0,0,0,0,0.0230263157894737,0,0,0.0111111111111111,0.0232558139534884,0,0.0297029702970297,0.0373134328358209,0.0116279069767442,0,0.0396039603960396,0.0228571428571429,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0.0615942028985507,0.069620253164557,0,0,0,0,0.0131578947368421,0.00609756097560976,0,0,0,0,0.016260162601626,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0.038961038961039,0.021978021978022,0.0206185567010309,0.0272479564032698,0.0153846153846154,0,0.0238095238095238,0.00793650793650794,0.010989010989011,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0.046875,0.00806451612903226,0,0,0.0561797752808989,0.0348837209302326,0,0.0119047619047619,0,0.0521739130434783,0,0.0117647058823529,0,0,0.032258064516129,0,0.0326086956521739,0,0,0,0,0,0.0192307692307692,0.00943396226415094,0,0,0.012987012987013,0,0.0116279069767442,0.0357142857142857,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0.012987012987013,0,0,0,0.0128205128205128,0,0.019047619047619,0,0,0,0,0.0444444444444444,0,0,0,0,0.0294117647058824,0.00657894736842105,0.00628930817610063,0.0280373831775701,0.0239234449760766,0
0,0,0,0,0.0316455696202532,0,0,0,0,0,0,0,0,0,0,0.0196850393700787,0,0,0,0,0,0.00480769230769231,0.00625,0,0,0,0.0121951219512195,0.00980392156862745,0,0.0151515151515152,0,0,0,0,0,0,0,0.00819672131147541,0,0.0100502512562814,0,0,0,0,0.0106951871657754,0,0,0.00740740740740741,0.0117647058823529,0,0,0.00847457627118644,0.00564971751412429,0,0.00186915887850467,0,0,0,0,0.00909090909090909,0.0645161290322581,0.0306748466257669,0,0,0,0,0,0,0,0,0,0,0,0.0363636363636364,0,0,0,0,0,0,0,0.00709219858156028,0,0.00413223140495868,0,0,0,0.0248756218905473,0,0,0,0,0,0.0168067226890756,0.0181818181818182,0,0,0,0.0217391304347826,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0.0493827160493827,0,0,0.0471698113207547,0.0222222222222222,0.0211267605633803,0,0,0,0,0,0,0,0,0,0,0,0,0.0240963855421687,0,0,0,0.0148148148148148,0.03125,0.0222222222222222,0,0,0,0,0,0,0,0.0900900900900901,0,0,0.0457516339869281,0,0,0,0,0.00714285714285714,0,0,0.0149253731343284,0,0.018348623853211,0,0.00714285714285714,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0.0363636363636364,0,0.0138888888888889,0.0188679245283019,0,0,0.0422535211267606,0.00680272108843537,0,0,0,0,0,0,0,0,0.0273972602739726,0,0,0,0,0.0274509803921569,0.0513698630136986,0,0,0.00505050505050505,0,0,0.00335570469798658,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0.0264900662251656,0,0.0176470588235294,0,0,0.0185185185185185,0,0,0,0,0,0,0,0.00884955752212389,0,0.00952380952380952,0,0,0,0,0.00617283950617284,0,0,0,0.0222222222222222,0.0510204081632653,0,0,0,0,0,0,0,0,0.0588235294117647,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0.00465116279069767,0.0078740157480315,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446809,0,0,0,0,0,0,0.0161290322580645,0,0,0,0,0.0136986301369863,0.00826446280991736,0,0.0128205128205128,0,0
0.019047619047619,0,0,0,0,0.0375,0.0211864406779661,0,0.00689655172413793,0,0,0.0253807106598985,0.0234375,0.0102040816326531,0,0,0.0125,0,0.00900900900900901,0,0.0372340425531915,0.00836820083682008,0.0104712041884817,0,0,0,0,0,0,0,0.0104166666666667,0,0.0338983050847458,0,0,0.0344827586206897,0.0261437908496732,0,0,0.00431034482758621,0,0.037914691943128,0,0,0,0,0.0196078431372549,0,0,0.0342857142857143,0.0120481927710843,0,0,0,0,0,0,0.0283018867924528,0,0,0,0,0,0,0.0194805194805195,0,0.0230769230769231,0.0309278350515464,0,0.0308641975308642,0,0,0.0108695652173913,0,0,0.0114942528735632,0,0,0,0.0072992700729927,0,0.00578034682080925,0.0231481481481481,0,0,0,0,0,0.0408163265306122,0.0126582278481013,0,0,0,0,0,0,0.0260869565217391,0,0,0,0.0124223602484472,0.0105263157894737,0.00892857142857143,0.0112359550561798,0.0126582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0.0173913043478261,0,0,0,0,0,0,0,0,0,0,0,0.0289017341040462,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0.00862068965517241,0.0121951219512195,0,0.0473933649289099,0.00657894736842105,0,0,0.00523560209424084,0,0.02,0.0476190476190476,0,0.0297619047619048,0.0242214532871972,0.0148148148148148,0,0,0,0,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0.0288065843621399,0,0.0351758793969849,0,0,0,0.0674157303370786,0.0222222222222222,0,0.0264900662251656,0.0451807228915663,0.0202020202020202,0.0369458128078818,0,0,0,0.0222222222222222,0.0266666666666667,0,0,0.034375,0.0242424242424242,0,0,0,0,0,0,0.00869565217391304,0,0,0.0257731958762887,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.0117647058823529,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0.0205479452054795,0,0,0,0,0.0408163265306122,0.0158730158730159,0.0101010101010101,0.0120481927710843,0,0,0.032051282051282,0,0,0.0344827586206897
0,0,0,0.00819672131147541,0.00865800865800866,0,0,0,0.00546448087431694,0,0,0,0,0,0,0.0154320987654321,0,0,0,0,0,0,0,0.0169491525423729,0.00279329608938547,0,0.0357142857142857,0.00581395348837209,0.00719424460431655,0,0,0,0,0,0,0,0,0.0376344086021505,0.0072992700729927,0,0,0,0,0,0.00387596899224806,0,0,0,0.0196078431372549,0,0,0,0.0247933884297521,0.0153846153846154,0.0133779264214047,0,0,0,0,0.0402298850574713,0.00740740740740741,0.0818181818181818,0,0,0,0,0,0,0,0,0,0,0,0.0952380952380952,0.0172413793103448,0,0,0,0.0101010101010101,0,0,0,0,0.0574324324324324,0,0,0.0239520958083832,0.0615384615384615,0,0,0,0,0,0.0380434782608696,0.04,0,0,0,0.00862068965517241,0.0025974025974026,0.0100502512562814,0,0,0,0,0.00806451612903226,0,0,0,0,0,0.00826446280991736,0.0742574257425743,0.00714285714285714,0,0,0,0,0,0.0197368421052632,0.00869565217391304,0,0.0342857142857143,0.00869565217391304,0.075,0,0,0.00588235294117647,0,0,0,0.00495049504950495,0.0161290322580645,0,0,0,0,0.0130718954248366,0,0,0,0.0247524752475248,0.0304878048780488,0.00869565217391304,0,0,0,0,0.00833333333333333,0,0,0.0730337078651685,0.0457516339869281,0.00523560209424084,0,0.0234375,0.00719424460431655,0,0,0.00476190476190476,0,0,0,0.0748299319727891,0.0523255813953488,0.00769230769230769,0.0193236714975845,0,0,0,0.0138888888888889,0,0,0.00819672131147541,0,0,0.0174418604651163,0,0,0,0.016,0,0.0214285714285714,0.0532544378698225,0.0441176470588235,0,0.0212765957446809,0.0283018867924528,0,0.00793650793650794,0,0.00869565217391304,0,0,0,0,0.00694444444444444,0,0.00260416666666667,0,0,0.0885245901639344,0.0991253644314869,0,0,0,0.00869565217391304,0.00869565217391304,0.00271739130434783,0,0,0,0,0.0379746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0.0465116279069767,0.0222222222222222,0.0348258706467662,0.0118343195266272,0,0,0.0121951219512195,0.0155038759689922,0,0,0,0,0.00636942675159236,0.0574712643678161,0,0.00571428571428571,0,0,0,0,0.0174672489082969,0,0,0,0.00869565217391304,0.0297619047619048,0,0,0,0.0152671755725191,0.040650406504065,0,0,0,0.0126582278481013,0,0.00806451612903226,0,0,0.0150375939849624,0,0.0307692307692308,0.016260162601626,0,0.00819672131147541,0,0.00350877192982456,0.0206185567010309,0.00689655172413793,0.00813008130081301,0,0,0,0,0.0386266094420601,0,0,0,0.0168067226890756,0.00869565217391304,0,0.00649350649350649,0.00833333333333333,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0.0230769230769231,0,0,0,0,0.0212765957446809,0.00523560209424084,0,0.041958041958042,0.0585774058577406,0
